[MS Spectrum]
# of Peaks	695
Raw Spectrum	[8.637],(scan:[3456])
Background	No Background Spectrum
Base Peak	m/z 352.85 (Inten : 246,953)
m/z	Absolute Intensity	Relative Intensity
465.50	44	0.02
469.20	38	0.02
470.30	5327	2.16
471.35	19	0.01
472.35	20	0.01
473.35	18	0.01
475.35	18	0.01
476.25	5	0.00
476.95	389	0.16
480.05	26	0.01
481.35	3027	1.23
482.50	796	0.32
483.55	5	0.00
485.55	1729	0.70
486.65	3	0.00
489.00	864	0.35
490.00	6809	2.76
491.45	1356	0.55
493.45	1217	0.49
494.45	7	0.00
495.45	10	0.00
496.45	9	0.00
497.80	181	0.07
499.75	20	0.01
500.75	10	0.00
502.75	2	0.00
503.75	9	0.00
504.80	3869	1.57
505.75	6	0.00
506.65	2045	0.83
507.65	12	0.00
509.35	1224	0.50
511.35	66	0.03
512.35	19	0.01
513.35	1603	0.65
514.15	6	0.00
514.95	1164	0.47
515.95	8	0.00
516.95	7	0.00
519.05	6759	2.74
521.05	46	0.02
521.95	361	0.15
522.95	41	0.02
523.95	5	0.00
524.95	38	0.02
526.30	90	0.04
527.25	12	0.00
528.90	748	0.30
530.00	5629	2.28
530.75	2541	1.03
531.80	1358	0.55
532.55	1595	0.65
532.90	898	0.36
533.85	3	0.00
535.00	2476	1.00
535.75	28	0.01
536.60	572	0.23
537.30	917	0.37
538.25	15	0.01
540.25	7	0.00
541.25	17	0.01
542.25	18	0.01
543.30	894	0.36
544.15	88	0.04
545.05	920	0.37
545.80	87	0.04
546.85	1	0.00
548.90	456	0.18
549.85	5	0.00
551.65	37	0.01
552.45	891	0.36
553.45	7	0.00
554.35	88	0.04
554.75	114	0.05
555.55	17	0.01
556.40	93	0.04
557.30	3415	1.38
558.35	1	0.00
559.35	7	0.00
560.35	17	0.01
562.20	74	0.03
563.25	74	0.03
564.25	31	0.01
565.40	456	0.18
566.35	5	0.00
568.35	11	0.00
569.35	20	0.01
570.35	2	0.00
571.35	25	0.01
572.60	722	0.29
573.05	1738	0.70
574.35	503	0.20
576.60	3818	1.55
578.00	866	0.35
580.05	1491	0.60
582.05	1	0.00
583.05	16	0.01
584.80	93	0.04
585.85	27	0.01
586.75	742	0.30
589.75	20	0.01
590.65	157	0.06
591.35	3627	1.47
592.10	2802	1.13
593.05	9	0.00
594.45	297	0.12
595.85	689	0.28
597.85	4	0.00
598.85	1	0.00
599.85	39	0.02
602.20	1062	0.43
603.15	11	0.00
604.55	1550	0.63
605.25	1389	0.56
605.95	6780	2.75
607.45	6315	2.56
608.35	5	0.00
609.95	2979	1.21
610.95	2	0.00
611.95	2	0.00
612.95	37	0.01
613.35	57	0.02
614.35	6	0.00
615.35	7	0.00
616.35	2	0.00
617.15	3	0.00
617.90	267	0.11
618.95	7	0.00
621.95	32	0.01
622.95	79	0.03
623.95	50	0.02
625.40	1200	0.49
626.35	6	0.00
627.25	8	0.00
628.15	2045	0.83
629.50	1439	0.58
631.45	18	0.01
632.45	43	0.02
634.00	101	0.04
635.95	27	0.01
636.95	6	0.00
637.95	2	0.00
638.95	12	0.00
640.30	2334	0.95
641.25	24	0.01
642.25	12	0.00
643.25	6	0.00
644.25	10	0.00
645.70	1823	0.74
646.65	45	0.02
648.95	1623	0.66
650.95	35	0.01
653.95	50	0.02
655.15	400	0.16
656.15	31	0.01
657.15	219	0.09
658.15	22	0.01
660.05	15	0.01
660.80	917	0.37
661.85	2049	0.83
662.50	2645	1.07
663.25	1	0.00
664.00	279	0.11
664.50	1257	0.51
665.35	6	0.00
666.15	3188	1.29
667.05	660	0.27
669.30	1493	0.60
673.25	38	0.02
674.55	2825	1.14
675.55	6	0.00
678.95	17	0.01
679.35	41	0.02
679.85	186	0.08
682.85	5	0.00
683.85	26	0.01
685.60	526	0.21
686.55	5	0.00
687.55	10	0.00
688.40	753	0.30
690.45	6	0.00
691.45	7	0.00
692.45	4	0.00
693.65	1069	0.43
694.65	2	0.00
695.65	7	0.00
697.65	7	0.00
699.25	3046	1.23
700.25	8	0.00
702.50	3706	1.50
703.35	5981	2.42
704.30	3464	1.40
705.25	7	0.00
706.15	3713	1.50
706.95	122118	49.45
707.95	43040	17.43
708.95	102004	41.31
709.90	22525	9.12
710.80	17896	7.25
712.00	8342	3.38
712.55	1085	0.44
713.10	1163	0.47
715.15	11	0.00
717.15	1	0.00
718.95	2218	0.90
720.60	123	0.05
721.65	22	0.01
722.80	947	0.38
724.85	2	0.00
725.85	95	0.04
728.00	510	0.21
728.70	3102	1.26
729.15	5935	2.40
730.00	3163	1.28
731.05	561	0.23
732.15	1196	0.48
732.60	508	0.21
733.65	9	0.00
734.65	32	0.01
735.65	5	0.00
736.65	5	0.00
737.65	39	0.02
738.65	10	0.00
739.65	5	0.00
740.65	37	0.01
741.55	10	0.00
742.45	621	0.25
743.45	9	0.00
744.80	1502	0.61
745.50	99	0.04
746.05	773	0.31
747.05	30	0.01
748.05	34	0.01
748.90	407	0.16
749.60	1999	0.81
752.35	321	0.13
753.45	476	0.19
754.45	7	0.00
755.35	24	0.01
756.10	1253	0.51
756.80	919	0.37
757.75	7	0.00
759.20	38812	15.72
760.20	32041	12.97
761.20	17810	7.21
762.20	15439	6.25
763.25	549	0.22
764.25	4812	1.95
765.15	10	0.00
766.15	2290	0.93
768.05	12	0.00
769.05	26	0.01
771.05	23	0.01
772.05	6	0.00
773.05	5	0.00
774.05	12	0.00
775.05	13	0.01
776.15	267	0.11
777.50	3041	1.23
778.55	9	0.00
780.10	1224	0.50
784.45	1194	0.48
785.05	592	0.24
786.05	15	0.01
786.90	3520	1.43
788.05	1620	0.66
793.05	10	0.00
794.85	279	0.11
795.85	23	0.01
797.25	2491	1.01
799.25	1	0.00
Event	2
