[MS Spectrum]
# of Peaks	771
Raw Spectrum	[7.117],(scan:[2848])
Background	No Background Spectrum
Base Peak	m/z 55.05 (Inten : 30,819)
m/z	Absolute Intensity	Relative Intensity
610.65	17	0.06
611.55	88	0.29
612.65	48	0.16
613.10	97	0.31
614.15	9	0.03
616.15	10	0.03
617.15	5	0.02
619.15	5	0.02
620.45	92	0.30
621.00	56	0.18
621.95	24	0.08
623.10	161	0.52
625.05	30	0.10
626.05	43	0.14
627.05	3	0.01
628.05	46	0.15
629.05	5	0.02
631.05	157	0.51
631.45	85	0.28
632.55	134	0.43
633.60	49	0.16
634.05	123	0.40
635.05	30	0.10
636.05	8	0.03
637.25	67	0.22
638.25	9	0.03
639.25	92	0.30
640.25	14	0.05
641.50	68	0.22
642.55	3	0.01
644.65	141	0.46
645.65	10	0.03
647.65	3	0.01
648.85	76	0.25
649.35	61	0.20
649.95	91	0.30
650.95	16	0.05
651.95	16	0.05
652.85	8	0.03
653.60	72	0.23
654.65	6	0.02
655.45	7	0.02
656.30	130	0.42
658.25	25	0.08
659.25	8	0.03
661.25	7	0.02
662.75	54	0.18
663.05	95	0.31
664.05	18	0.06
664.95	13	0.04
665.80	89	0.29
666.40	149	0.48
666.75	40	0.13
667.90	192	0.62
668.65	10	0.03
669.45	106	0.34
671.45	18	0.06
672.45	39	0.13
673.45	15	0.05
674.45	19	0.06
675.45	3	0.01
676.45	12	0.04
677.45	36	0.12
678.45	27	0.09
680.00	80	0.26
680.95	143	0.46
682.95	2	0.01
683.95	10	0.03
684.95	1518	4.93
685.95	16	0.05
686.95	15	0.05
687.95	36	0.12
689.35	146	0.47
691.65	45	0.15
691.95	37	0.12
693.95	5	0.02
694.75	7	0.02
695.50	178	0.58
696.25	152	0.49
697.25	3	0.01
698.90	73	0.24
700.95	4	0.01
701.85	11	0.04
702.70	66	0.21
703.10	91	0.30
704.15	49	0.16
705.15	1	0.00
706.15	15	0.05
707.35	69	0.22
707.85	32	0.10
708.75	88	0.29
710.00	35	0.11
712.95	219	0.71
713.95	34	0.11
714.95	4	0.01
715.95	12	0.04
716.95	8	0.03
717.85	183	0.59
718.70	117	0.38
719.50	140	0.45
722.55	162	0.53
723.00	486	1.58
723.75	101	0.33
725.40	85	0.28
726.95	24	0.08
727.45	48	0.16
728.10	275	0.89
730.05	13	0.04
731.10	144	0.47
731.55	31	0.10
732.70	36	0.12
733.10	39	0.13
733.85	27	0.09
734.15	74	0.24
735.15	1	0.00
736.15	19	0.06
737.35	35	0.11
737.90	44	0.14
738.95	27	0.09
740.05	113	0.37
743.05	30	0.10
745.05	44	0.14
746.30	120	0.39
747.80	101	0.33
748.25	84	0.27
749.45	114	0.37
750.95	99	0.32
752.05	57	0.18
752.55	134	0.43
754.35	10	0.03
755.15	78	0.25
759.05	6	0.02
759.85	72	0.23
761.00	226	0.73
761.95	33	0.11
763.30	143	0.46
764.55	652	2.12
765.20	83	0.27
765.60	61	0.20
766.65	9	0.03
767.60	58	0.19
768.65	32	0.10
770.65	21	0.07
771.65	11	0.04
773.65	47	0.15
774.65	10	0.03
776.20	92	0.30
776.55	133	0.43
777.65	52	0.17
778.95	94	0.31
779.85	27	0.09
780.85	1	0.00
781.85	13	0.04
782.85	20	0.06
783.85	37	0.12
784.85	17	0.06
785.75	14	0.05
786.60	103	0.33
787.65	24	0.08
788.65	67	0.22
789.65	137	0.44
790.75	10	0.03
791.75	75	0.24
792.85	33	0.11
794.15	59	0.19
794.50	33	0.11
795.65	77	0.25
796.05	61	0.20
797.05	34	0.11
798.50	89	0.29
799.55	19	0.06
Event	2
