[MS Spectrum]
# of Peaks	704
Raw Spectrum	[7.567],(scan:[3028])
Background	No Background Spectrum
Base Peak	m/z 54.50 (Inten : 63,815)
727.95	113	0.18
728.95	75	0.12
730.35	149	0.23
731.85	123	0.19
735.05	56	0.09
736.45	120	0.19
737.60	100	0.16
738.05	47	0.07
739.65	34737	54.43
740.85	129	0.20
742.80	75	0.12
743.75	16	0.03
745.35	99	0.16
746.35	4	0.01
747.25	5	0.01
748.00	52	0.08
748.50	131	0.21
749.35	8	0.01
750.15	123	0.19
750.65	178	0.28
753.65	14	0.02
755.65	9	0.01
756.65	11	0.02
757.65	3	0.00
760.10	42	0.07
760.95	6	0.01
761.80	78	0.12
762.15	87	0.14
763.15	20	0.03
764.15	1	0.00
765.00	929	1.46
767.05	3	0.00
768.05	44	0.07
770.05	7	0.01
771.60	92	0.14
772.55	59	0.09
773.55	17	0.03
774.45	10	0.02
775.30	52	0.08
776.25	24	0.04
778.25	29	0.05
779.15	17	0.03
780.00	122	0.19
781.95	56	0.09
782.95	15	0.02
784.30	95	0.15
785.45	126	0.20
786.45	16	0.03
787.45	19	0.03
788.40	61	0.10
788.70	43	0.07
789.75	24	0.04
790.75	58	0.09
791.75	22	0.03
793.75	38	0.06
794.70	38	0.06
795.45	6	0.01
796.25	102	0.16
799.25	33	0.05
Event	2
