[MS Spectrum]
# of Peaks	648
Raw Spectrum	[7.565],(scan:[3027])
Background	No Background Spectrum
Base Peak	m/z 217.90 (Inten : 64,656)
359.60	910	1.41
360.35	4021	6.22
361.15	16	0.02
362.10	64	0.10
364.55	902	1.40
365.60	242	0.37
366.30	975	1.51
367.10	2279	3.52
368.15	365	0.56
370.60	1166	1.80
372.55	1	0.00
374.55	9	0.01
375.75	106	0.16
378.45	3	0.00
379.20	318	0.49
380.15	2643	4.09
381.10	264	0.41
382.20	1885	2.92
384.40	108	0.17
385.35	294	0.45
386.55	691	1.07
387.25	5561	8.60
387.95	2474	3.83
388.70	2087	3.23
390.20	4060	6.28
390.85	844	1.31
392.50	576	0.89
393.40	42	0.06
393.70	47	0.07
396.40	975	1.51
397.95	311	0.48
401.40	1998	3.09
402.45	2	0.00
403.95	1361	2.10
407.05	297	0.46
407.95	27	0.04
408.85	1336	2.07
410.25	2030	3.14
411.25	11	0.02
412.30	6262	9.69
413.05	208	0.32
413.95	414	0.64
414.90	38942	60.23
415.65	6764	10.46
417.20	531	0.82
418.25	49	0.08
418.85	179	0.28
422.20	28	0.04
423.15	28	0.04
425.10	977	1.51
426.00	799	1.24
427.25	4134	6.39
428.00	1164	1.80
429.30	736	1.14
430.95	237	0.37
432.00	10474	16.20
432.85	2138	3.31
433.65	2280	3.53
434.35	3272	5.06
435.80	219	0.34
436.40	1908	2.95
437.35	44	0.07
438.30	3173	4.91
438.85	747	1.16
439.65	1590	2.46
440.15	2351	3.64
441.50	1620	2.51
442.10	4927	7.62
442.55	3095	4.79
444.25	1146	1.77
445.25	250	0.39
446.40	2076	3.21
446.95	3602	5.57
447.95	3	0.00
448.80	1520	2.35
449.85	63	0.10
451.85	19	0.03
453.15	6680	10.33
454.10	1081	1.67
455.00	213	0.33
455.55	165	0.26
456.30	2088	3.23
458.45	811	1.25
459.25	1591	2.46
460.95	4237	6.55
462.40	53	0.08
463.15	358	0.55
463.95	98	0.15
464.95	1	0.00
465.95	489	0.76
466.60	242	0.37
467.15	701	1.08
468.25	1928	2.98
469.35	1753	2.71
470.35	893	1.38
471.20	2915	4.51
471.80	161	0.25
472.35	45	0.07
472.85	170	0.26
473.45	66	0.10
474.35	16	0.02
475.30	3546	5.48
475.90	1479	2.29
476.65	199	0.31
477.10	383	0.59
477.55	28	0.04
478.25	1082	1.67
479.25	561	0.87
480.25	22	0.03
481.25	117	0.18
483.25	28	0.04
484.95	189	0.29
486.30	859	1.33
487.10	45	0.07
488.05	20	0.03
489.20	206	0.32
491.15	22	0.03
492.15	8	0.01
493.65	1518	2.35
494.20	113	0.17
494.85	2936	4.54
496.05	1056	1.63
496.80	317	0.49
500.50	61	0.09
501.45	526	0.81
502.55	1311	2.03
503.20	3415	5.28
504.15	202	0.31
505.95	20	0.03
506.75	208	0.32
507.45	5600	8.66
508.35	32	0.05
509.15	804	1.24
510.15	10	0.02
512.20	10867	16.81
513.60	72	0.11
514.55	33	0.05
515.35	1	0.00
516.15	48	0.07
517.55	4673	7.23
518.45	31	0.05
519.35	147	0.23
520.55	206	0.32
521.25	1108	1.71
522.80	17	0.03
523.85	101	0.16
524.55	437	0.68
525.05	74	0.11
525.50	74	0.11
526.55	12	0.02
530.35	22	0.03
531.10	1164	1.80
531.75	82	0.13
532.75	72	0.11
535.75	4	0.01
536.75	7	0.01
537.75	4	0.01
539.00	659	1.02
539.40	1284	1.99
540.15	1067	1.65
541.10	1000	1.55
541.55	3756	5.81
542.70	65	0.10
543.75	19	0.03
544.80	752	1.16
545.45	1386	2.14
547.25	1915	2.96
548.05	802	1.24
552.05	2	0.00
554.05	2	0.00
555.25	771	1.19
556.10	406	0.63
557.00	5417	8.38
558.50	167	0.26
559.20	63	0.10
560.20	174	0.27
561.05	3	0.00
561.85	248	0.38
566.45	227	0.35
567.35	133	0.21
568.15	1139	1.76
569.05	8	0.01
569.95	1871	2.89
571.05	340	0.53
572.05	2	0.00
574.65	1678	2.60
578.30	324	0.50
579.25	5	0.01
580.70	65	0.10
581.30	422	0.65
582.55	178	0.28
583.30	17	0.03
583.75	111	0.17
586.20	629	0.97
587.25	981	1.52
588.05	1050	1.62
588.50	104	0.16
589.10	106	0.16
589.80	1300	2.01
591.35	113	0.17
592.80	356	0.55
596.35	449	0.69
597.30	2578	3.99
599.35	2	0.00
600.35	29	0.04
602.35	16	0.02
603.35	6	0.01
606.45	146	0.23
607.00	994	1.54
607.95	28	0.04
610.00	220	0.34
610.60	78	0.12
610.95	105	0.16
611.60	68	0.11
612.55	329	0.51
613.05	185	0.29
614.00	307	0.47
618.15	955	1.48
620.65	648	1.00
621.50	61	0.09
622.90	65	0.10
623.50	460	0.71
624.50	631	0.98
626.20	1073	1.66
627.30	700	1.08
629.45	571	0.88
630.40	505	0.78
631.35	30	0.05
632.35	411	0.64
633.35	9	0.01
635.35	6	0.01
636.25	10	0.02
637.20	1631	2.52
638.15	21	0.03
640.20	1039	1.61
644.15	37	0.06
645.35	191	0.30
648.35	8	0.01
650.00	736	1.14
651.35	47	0.07
652.00	1053	1.63
652.90	188	0.29
653.30	106	0.16
654.15	4402	6.81
654.55	303	0.47
655.85	15	0.02
656.85	4	0.01
657.85	12	0.02
659.00	79	0.12
660.30	78	0.12
660.60	49	0.08
662.40	721	1.12
663.90	73	0.11
664.85	2355	3.64
665.85	2	0.00
666.75	1	0.00
667.50	147	0.23
668.20	1712	2.65
671.15	35	0.05
672.20	115	0.18
674.10	1474	2.28
674.75	29	0.04
675.40	123	0.19
677.05	534	0.83
677.40	426	0.66
678.65	656	1.01
679.30	214	0.33
679.85	133	0.21
680.85	15	0.02
681.85	18	0.03
683.00	1830	2.83
684.05	19	0.03
685.10	990	1.53
686.60	501	0.77
687.40	4465	6.91
688.20	170	0.26
688.90	1227	1.90
689.65	24	0.04
690.45	1474	2.28
691.45	12	0.02
693.45	20	0.03
694.75	855	1.32
696.45	1667	2.58
697.10	146	0.23
699.35	1758	2.72
701.25	5	0.01
702.25	3	0.00
704.40	470	0.73
705.50	2778	4.30
707.00	1146	1.77
708.75	263	0.41
709.45	318	0.49
710.00	67	0.10
712.40	204	0.32
712.70	163	0.25
715.30	178	0.28
716.15	533	0.82
716.50	283	0.44
717.55	152	0.24
718.50	717	1.11
719.10	254	0.39
720.10	298	0.46
722.15	1088	1.68
722.65	1968	3.04
724.85	663	1.03
725.25	517	0.80
726.15	89	0.14
727.60	224	0.35
728.40	393	0.61
730.25	1464	2.26
731.00	1995	3.09
732.00	1083	1.68
732.50	775	1.20
733.40	840	1.30
733.85	693	1.07
735.55	156	0.24
736.30	248	0.38
737.75	887	1.37
738.55	148	0.23
739.55	9	0.01
740.70	215	0.33
741.35	1986	3.07
742.10	140	0.22
743.10	812	1.26
744.05	15	0.02
745.10	1233	1.91
745.65	227	0.35
746.50	407	0.63
747.90	627	0.97
748.90	82	0.13
751.85	8	0.01
753.55	134	0.21
755.25	828	1.28
756.30	464	0.72
757.90	31	0.05
758.45	531	0.82
759.40	1704	2.64
760.80	514	0.79
762.90	1237	1.91
764.00	106	0.16
764.95	96	0.15
767.50	249	0.39
769.85	177	0.27
771.40	1551	2.40
771.80	1711	2.65
772.95	90	0.14
773.60	176	0.27
775.30	1342	2.08
776.35	274	0.42
777.25	107	0.17
777.70	141	0.22
778.30	42	0.06
779.00	216	0.33
780.00	559	0.86
780.95	62	0.10
782.10	3832	5.93
782.70	1607	2.49
783.35	6178	9.56
784.40	2442	3.78
785.05	6406	9.91
786.25	1186	1.83
787.30	1472	2.28
789.35	7209	11.15
790.40	1218	1.88
790.95	232	0.36
792.50	35	0.05
793.45	2902	4.49
793.95	4865	7.52
795.05	783	1.21
795.65	2278	3.52
796.10	432	0.67
796.70	913	1.41
797.35	4182	6.47
797.80	1317	2.04
799.30	2238	3.46
Event	1
