[MS Spectrum]
# of Peaks	735
Raw Spectrum	[7.617],(scan:[3048])
Background	No Background Spectrum
Base Peak	m/z 54.10 (Inten : 52,650)
m/z	Absolute Intensity	Relative Intensity
288.20	101	0.19
290.25	93	0.18
291.25	59	0.11
292.25	41	0.08
293.25	29	0.06
294.25	10	0.02
295.25	8	0.02
296.30	57	0.11
296.60	76	0.14
297.65	32	0.06
298.65	69	0.13
299.65	2	0.00
300.65	43	0.08
301.95	163	0.31
302.75	736	1.40
304.05	147	0.28
305.10	308	0.58
307.05	5	0.01
308.30	144	0.27
308.70	69	0.13
310.30	1052	2.00
311.45	193	0.37
311.95	145	0.28
312.95	14	0.03
313.95	62	0.12
315.10	162	0.31
316.05	34	0.06
317.05	26	0.05
318.05	107	0.20
320.05	4	0.01
322.05	141	0.27
323.10	97	0.18
323.55	141	0.27
324.55	40	0.08
325.70	120	0.23
326.20	71	0.13
328.05	68	0.13
328.85	155	0.29
329.30	118	0.22
331.15	9	0.02
331.95	111	0.21
332.45	75	0.14
333.45	50	0.09
334.45	9	0.02
336.10	126	0.24
337.15	6	0.01
338.15	78	0.15
339.55	108	0.21
341.00	109	0.21
341.95	28	0.05
342.95	50	0.09
343.95	68	0.13
345.95	15	0.03
347.65	110	0.21
348.75	48	0.09
350.45	131	0.25
351.95	194	0.37
353.05	108	0.21
353.95	285	0.54
354.85	5147	9.78
356.05	169	0.32
357.15	14	0.03
359.15	17	0.03
360.15	9	0.02
361.15	14	0.03
362.15	31	0.06
363.65	138	0.26
365.25	134	0.25
366.35	118	0.22
367.35	69	0.13
369.35	13	0.02
370.35	22	0.04
371.35	4	0.01
372.35	18	0.03
374.35	41	0.08
375.90	57	0.11
376.25	73	0.14
377.25	44	0.08
378.25	43	0.08
379.25	18	0.03
380.25	57	0.11
382.25	15	0.03
384.35	96	0.18
384.80	47	0.09
385.85	17	0.03
386.85	18	0.03
388.05	57	0.11
388.45	64	0.12
389.45	12	0.02
390.65	98	0.19
391.65	35	0.07
392.65	33	0.06
393.65	83	0.16
394.65	5	0.01
395.95	1727	3.28
396.70	5792	11.00
397.90	2664	5.06
398.75	14721	27.96
399.70	3313	6.29
400.75	47	0.09
402.25	159	0.30
403.25	15	0.03
404.25	113	0.21
405.25	4	0.01
406.15	12	0.02
407.05	2992	5.68
408.20	22	0.04
408.55	49	0.09
409.75	134	0.25
410.15	56	0.11
412.15	51	0.10
413.30	219	0.42
415.25	263	0.50
416.15	35	0.07
416.80	57	0.11
417.95	8	0.02
419.25	78	0.15
419.65	24	0.05
420.55	49	0.09
421.40	142	0.27
421.80	72	0.14
422.75	75	0.14
423.75	9	0.02
424.75	12	0.02
426.75	31	0.06
427.75	31	0.06
428.70	107	0.20
429.30	154	0.29
430.25	46	0.09
431.25	16	0.03
432.80	116	0.22
433.30	44	0.08
434.05	74	0.14
434.45	69	0.13
435.45	1	0.00
436.60	110	0.21
438.55	33	0.06
440.30	81	0.15
441.40	168	0.32
443.35	18	0.03
445.60	48	0.09
446.45	197	0.37
447.55	70	0.13
450.60	916	1.74
451.10	4060	7.71
452.45	139	0.26
453.00	1825	3.47
454.05	3	0.01
457.00	36	0.07
458.05	64	0.12
459.45	115	0.22
465.65	106	0.20
466.35	3	0.01
467.25	112	0.21
468.15	1	0.00
469.05	18	0.03
470.00	166	0.32
473.00	37	0.07
473.35	47	0.09
474.85	43	0.08
476.15	120	0.23
476.60	32	0.06
478.55	9	0.02
479.55	17	0.03
480.85	95	0.18
481.85	14	0.03
482.65	15	0.03
483.55	56	0.11
483.90	110	0.21
485.10	120	0.23
487.05	3	0.01
488.05	37	0.07
490.05	7	0.01
491.05	38	0.07
493.05	49	0.09
494.05	9	0.02
495.05	22	0.04
496.60	4539	8.62
497.55	936	1.78
498.85	4803	9.12
499.35	2265	4.30
499.80	493	0.94
501.45	135	0.26
502.80	224	0.43
503.65	35	0.07
504.55	69	0.13
505.55	3	0.01
507.65	70	0.13
508.75	30	0.06
509.70	68	0.13
510.45	4104	7.79
511.50	52	0.10
513.45	11	0.02
516.30	98	0.19
516.65	123	0.23
518.65	29	0.06
519.65	18	0.03
521.65	3	0.01
522.65	8	0.02
523.65	12	0.02
524.45	4	0.01
525.30	129	0.25
527.25	133	0.25
528.25	156	0.30
530.25	15	0.03
531.65	77	0.15
532.15	35	0.07
533.10	118	0.22
534.15	11	0.02
535.15	26	0.05
536.15	17	0.03
537.15	6	0.01
538.15	39	0.07
540.15	17	0.03
541.15	1	0.00
542.25	152	0.29
543.15	6	0.01
543.95	7	0.01
