[MS Spectrum]
# of Peaks	577
Raw Spectrum	[6.342],(scan:[2538])
Background	No Background Spectrum
Base Peak	m/z 56.25 (Inten : 30,798)
m/z	Absolute Intensity	Relative Intensity
522.45	175	0.57
523.70	51	0.17
524.65	55	0.18
526.65	4	0.01
527.65	1	0.00
528.65	13	0.04
530.65	11	0.04
531.65	21	0.07
532.90	50	0.16
533.85	22	0.07
534.85	3	0.01
536.85	3	0.01
539.45	66	0.21
540.45	54	0.18
541.45	52	0.17
542.45	9	0.03
543.65	777	2.52
545.65	15	0.05
551.65	19	0.06
554.65	39	0.13
555.65	56	0.18
558.65	7	0.02
562.65	25	0.08
563.65	2	0.01
565.65	3	0.01
568.65	1	0.00
571.70	43	0.14
572.65	2	0.01
575.15	102	0.33
578.20	42	0.14
579.15	5	0.02
581.15	4	0.01
583.10	23	0.07
586.90	1301	4.22
587.55	67	0.22
590.55	53	0.17
592.55	41	0.13
592.95	47	0.15
597.95	17	0.06
598.95	1	0.00
603.95	7	0.02
605.95	5	0.02
608.95	4	0.01
610.95	49	0.16
611.95	8	0.03
612.95	50	0.16
613.95	41	0.13
619.95	11	0.04
624.95	49	0.16
625.95	32	0.10
626.95	20	0.06
627.95	12	0.04
628.95	17	0.06
630.95	2	0.01
632.00	51	0.17
633.95	8	0.03
636.20	146	0.47
637.25	8	0.03
638.25	2	0.01
639.25	15	0.05
641.25	25	0.08
642.25	6	0.02
643.25	109	0.35
645.25	3	0.01
646.25	28	0.09
647.25	4	0.01
648.25	25	0.08
649.25	6	0.02
650.20	260	0.84
651.15	8	0.03
653.15	2	0.01
654.60	152	0.49
655.05	92	0.30
656.05	13	0.04
657.05	1	0.00
659.05	1	0.00
660.05	42	0.14
662.05	12	0.04
663.05	7	0.02
664.05	6	0.02
668.05	27	0.09
669.05	52	0.17
670.05	2	0.01
672.05	7	0.02
674.00	52	0.17
676.05	49	0.16
677.05	1	0.00
678.05	5	0.02
680.05	59	0.19
681.05	37	0.12
682.10	599	1.94
682.65	6242	20.27
684.10	1239	4.02
686.15	29	0.09
687.15	6	0.02
688.15	68	0.22
689.95	8	0.03
690.75	374	1.21
691.75	55	0.18
692.75	6	0.02
693.75	12	0.04
694.75	4	0.01
695.75	27	0.09
696.75	29	0.09
700.15	2020	6.56
705.15	3	0.01
706.15	1	0.00
711.15	8	0.03
713.35	1344	4.36
714.75	556	1.81
715.25	1335	4.33
716.25	4	0.01
720.25	4	0.01
721.25	17	0.06
723.55	56	0.18
724.85	76	0.25
729.60	42	0.14
732.55	16	0.05
735.55	4	0.01
743.55	9	0.03
747.55	3	0.01
750.50	82	0.27
751.50	4344	14.10
755.60	83	0.27
757.55	11	0.04
759.55	14	0.05
760.65	92	0.30
763.65	4	0.01
766.65	37	0.12
769.65	2	0.01
770.65	13	0.04
773.65	21	0.07
776.65	1	0.00
777.65	61	0.20
778.65	8	0.03
779.65	56	0.18
781.65	41	0.13
783.40	75	0.24
785.35	10	0.03
786.60	132	0.43
787.65	4	0.01
788.65	2	0.01
790.65	21	0.07
793.75	173	0.56
795.75	13	0.04
796.75	1	0.00
797.75	8	0.03
798.75	9	0.03
799.70	49	0.16
Event	2
