[MS Spectrum]
# of Peaks	2011
Raw Spectrum	[6.689],(scan:[2008])
Background	No Background Spectrum
Base Peak	m/z 61.35 (Inten : 16,129)
m/z	Absolute Intensity	Relative Intensity
869.90	29	0.18
870.75	140	0.87
871.15	254	1.57
871.85	627	3.89
873.20	228	1.41
874.25	284	1.76
875.35	148	0.92
876.35	334	2.07
877.55	427	2.65
878.50	416	2.58
879.55	392	2.43
880.70	450	2.79
881.65	153	0.95
882.90	217	1.35
883.85	278	1.72
884.90	13	0.08
886.15	125	0.78
887.05	231	1.43
888.20	191	1.18
889.20	366	2.27
890.35	213	1.32
891.40	59	0.37
892.40	231	1.43
893.40	316	1.96
894.65	213	1.32
895.60	334	2.07
896.60	335	2.08
897.90	261	1.62
898.90	405	2.51
899.65	136	0.84
900.05	54	0.33
900.95	458	2.84
902.00	232	1.44
903.20	277	1.72
904.20	355	2.20
905.30	194	1.20
906.35	359	2.23
907.40	231	1.43
908.55	364	2.26
909.35	147	0.91
909.65	134	0.83
910.50	205	1.27
911.55	264	1.64
912.80	460	2.85
913.75	494	3.06
914.75	110	0.68
915.95	221	1.37
917.05	302	1.87
918.25	311	1.93
919.15	239	1.48
920.25	366	2.27
921.35	185	1.15
922.40	568	3.52
923.30	20	0.12
924.45	278	1.72
925.65	506	3.14
926.60	96	0.60
927.80	301	1.87
928.85	262	1.62
929.80	110	0.68
930.75	1191	7.38
931.95	252	1.56
933.15	194	1.20
934.15	377	2.34
935.20	255	1.58
936.30	333	2.06
937.35	457	2.83
938.45	423	2.62
939.50	92	0.57
940.60	409	2.54
941.70	260	1.61
942.85	333	2.06
943.75	204	1.26
944.70	75	0.47
945.10	55	0.34
946.05	313	1.94
947.05	299	1.85
948.25	78	0.48
949.20	460	2.85
950.30	266	1.65
951.35	403	2.50
952.45	243	1.51
953.50	298	1.85
954.60	446	2.77
955.70	343	2.13
956.60	141	0.87
957.75	327	2.03
958.80	464	2.88
959.85	315	1.95
960.90	490	3.04
962.05	285	1.77
963.15	195	1.21
964.20	272	1.69
965.35	173	1.07
966.35	329	2.04
967.40	188	1.17
968.50	414	2.57
969.55	375	2.33
970.55	363	2.25
971.60	198	1.23
972.75	304	1.88
973.85	502	3.11
974.95	123	0.76
976.05	294	1.82
976.95	192	1.19
978.15	451	2.80
979.15	300	1.86
980.30	188	1.17
981.30	376	2.33
982.40	258	1.60
983.45	288	1.79
984.50	158	0.98
985.60	356	2.21
986.60	185	1.15
987.80	340	2.11
988.90	534	3.31
990.00	339	2.10
991.05	343	2.13
992.05	398	2.47
993.20	343	2.13
994.25	318	1.97
995.30	253	1.57
