[MS Spectrum]
# of Peaks	661
Raw Spectrum	[6.845],(scan:[2739])
Background	No Background Spectrum
Base Peak	m/z 156.85 (Inten : 477,017)
290.15	1899	0.40
291.35	711	0.15
292.10	354	0.07
293.05	702	0.15
294.00	4607	0.97
295.35	1414	0.30
295.90	504	0.11
296.45	2855	0.60
297.40	51	0.01
298.55	1103	0.23
299.10	88	0.02
300.15	352	0.07
301.05	3	0.00
301.90	508	0.11
303.00	972	0.20
303.95	18	0.00
304.90	312	0.07
305.95	1040	0.22
306.85	7	0.00
308.00	3886	0.81
308.80	6586	1.38
309.85	11	0.00
310.75	1242	0.26
312.15	5048	1.06
313.45	537	0.11
314.15	3376	0.71
315.15	470	0.10
317.15	4385	0.92
318.25	218	0.05
319.45	809	0.17
319.95	1447	0.30
321.25	977	0.20
322.00	867	0.18
323.10	1211	0.25
323.85	11	0.00
324.70	656	0.14
325.35	1117	0.23
325.90	232	0.05
326.35	246	0.05
327.25	1667	0.35
329.30	1120	0.23
329.85	155	0.03
330.85	165	0.03
332.50	250	0.05
333.35	876	0.18
334.15	202	0.04
334.60	135	0.03
335.00	366	0.08
336.55	1864	0.39
337.15	486	0.10
338.25	125	0.03
339.15	3618	0.76
341.25	914	0.19
341.60	478	0.10
342.95	6920	1.45
344.20	2944	0.62
345.20	574	0.12
346.05	1426	0.30
346.95	2	0.00
347.65	75	0.02
348.55	14	0.00
349.35	478	0.10
350.00	464	0.10
351.05	21	0.00
352.05	6	0.00
353.00	2644	0.55
353.80	789	0.17
354.65	3	0.00
355.50	388	0.08
355.95	787	0.16
357.15	3021	0.63
357.65	1035	0.22
358.15	2586	0.54
358.75	2092	0.44
359.20	659	0.14
360.15	25	0.01
361.10	947	0.20
361.90	195	0.04
364.20	402	0.08
365.20	135	0.03
366.15	41	0.01
367.00	1071	0.22
368.40	371	0.08
369.20	1107	0.23
370.25	115	0.02
370.75	1182	0.25
371.40	3598	0.75
372.10	1917	0.40
373.50	188	0.04
374.20	2393	0.50
375.35	3004	0.63
376.25	174	0.04
377.15	705	0.15
377.60	453	0.09
378.75	696	0.15
379.30	708	0.15
380.40	838	0.18
381.30	3970	0.83
382.20	195	0.04
382.60	684	0.14
384.15	3111	0.65
385.00	1536	0.32
385.70	1028	0.22
386.25	5607	1.18
387.55	1844	0.39
388.35	2016	0.42
389.10	751	0.16
390.30	319	0.07
391.00	647	0.14
391.65	466	0.10
392.20	1271	0.27
393.20	599	0.13
394.05	80	0.02
394.95	307	0.06
396.40	337	0.07
397.30	2484	0.52
398.35	2528	0.53
399.15	1763	0.37
400.00	2244	0.47
400.95	804	0.17
401.40	906	0.19
402.00	2549	0.53
404.10	1571	0.33
405.20	697	0.15
405.95	7	0.00
406.80	67	0.01
407.30	877	0.18
408.20	669	0.14
409.00	492	0.10
409.95	57	0.01
411.05	617	0.13
412.20	161	0.03
412.75	727	0.15
413.15	170	0.04
414.25	1466	0.31
415.50	169	0.04
416.00	938	0.20
417.15	343	0.07
418.15	437	0.09
418.90	3351	0.70
420.30	716	0.15
421.25	1520	0.32
422.10	2045	0.43
422.60	200	0.04
423.60	2442	0.51
424.25	451	0.09
425.25	5	0.00
426.30	116	0.02
427.35	37	0.01
428.15	2262	0.47
429.05	842	0.18
429.75	283	0.06
430.55	1123	0.24
431.90	446	0.09
432.45	1456	0.31
434.00	166	0.03
435.05	635	0.13
435.75	56	0.01
436.20	678	0.14
437.25	75	0.02
438.55	920	0.19
439.35	23	0.00
440.15	210	0.04
440.75	872	0.18
442.15	1771	0.37
443.15	2	0.00
444.30	389	0.08
446.10	779	0.16
446.60	199	0.04
447.40	1547	0.32
448.60	570	0.12
449.90	14891	3.12
451.10	5264	1.10
451.85	2193	0.46
452.85	21	0.00
453.85	28	0.01
454.75	375	0.08
456.30	174	0.04
457.60	362	0.08
458.05	170	0.04
458.65	1366	0.29
459.50	384	0.08
460.25	2026	0.42
461.25	1154	0.24
461.90	467	0.10
462.35	201	0.04
463.05	1196	0.25
464.05	117	0.02
465.15	2053	0.43
466.50	2523	0.53
467.55	2385	0.50
468.15	346	0.07
469.35	15	0.00
470.35	168	0.04
471.15	51	0.01
471.85	5904	1.24
472.95	3	0.00
474.40	2689	0.56
475.15	56	0.01
476.10	1036	0.22
477.20	513	0.11
477.85	1277	0.27
478.85	393	0.08
479.75	6087	1.28
480.35	1492	0.31
481.00	1808	0.38
482.20	584	0.12
484.95	949	0.20
485.95	28	0.01
486.85	10	0.00
487.60	1396	0.29
488.65	31	0.01
489.65	2	0.00
491.00	2093	0.44
491.40	1018	0.21
492.25	1393	0.29
493.15	383	0.08
493.75	231	0.05
495.00	265	0.06
495.50	333	0.07
497.25	813	0.17
498.15	1	0.00
499.00	595	0.12
500.15	153	0.03
500.85	516	0.11
501.60	1352	0.28
502.35	1803	0.38
505.35	1	0.00
507.15	1405	0.29
507.70	251	0.05
510.10	216	0.05
511.20	1990	0.42
512.35	2376	0.50
514.00	173	0.04
514.95	29	0.01
516.40	2267	0.48
517.55	143	0.03
518.25	67	0.01
519.25	149	0.03
520.20	584	0.12
521.15	76	0.02
522.45	499	0.10
523.30	3457	0.72
525.05	5942	1.25
525.60	165	0.03
526.85	403	0.08
528.35	47	0.01
530.40	1121	0.24
531.50	36	0.01
532.45	598	0.13
534.95	916	0.19
536.15	489	0.10
536.95	1722	0.36
539.15	167	0.04
540.40	427	0.09
542.10	180	0.04
543.60	658	0.14
544.80	611	0.13
546.10	271	0.06
548.30	2203	0.46
549.45	3063	0.64
550.20	2556	0.54
551.65	190	0.04
552.65	1	0.00
554.90	1445	0.30
556.90	123	0.03
558.05	529	0.11
559.45	155	0.03
560.00	183	0.04
560.70	51	0.01
561.65	974	0.20
562.30	144	0.03
564.15	29	0.01
564.95	1189	0.25
565.90	92	0.02
567.40	744	0.16
568.35	42	0.01
569.25	12	0.00
570.20	2722	0.57
571.25	144	0.03
572.20	734	0.15
573.15	8	0.00
574.00	335	0.07
574.85	659	0.14
575.65	3107	0.65
576.75	5	0.00
580.40	41	0.01
580.90	573	0.12
581.85	40	0.01
583.15	224	0.05
583.75	435	0.09
584.75	170	0.04
585.75	1528	0.32
586.50	435	0.09
588.15	548	0.11
588.50	326	0.07
589.95	514	0.11
590.95	2	0.00
592.10	611	0.13
593.25	767	0.16
594.55	1733	0.36
597.35	12	0.00
598.20	544	0.11
602.70	678	0.14
603.55	163	0.03
604.45	3057	0.64
604.95	1263	0.26
606.50	242	0.05
607.15	280	0.06
608.05	480	0.10
610.05	4	0.00
611.20	218	0.05
612.50	1129	0.24
613.55	80	0.02
615.70	487	0.10
616.65	4	0.00
618.00	73	0.02
620.10	795	0.17
621.40	1189	0.25
621.90	1886	0.40
622.55	444	0.09
623.25	278	0.06
624.40	561	0.12
625.10	461	0.10
625.95	632	0.13
628.25	876	0.18
629.25	954	0.20
630.80	160	0.03
632.30	558	0.12
633.15	75	0.02
634.00	4233	0.89
634.95	2	0.00
635.85	2	0.00
636.80	962	0.20
637.20	194	0.04
638.75	284	0.06
640.75	6	0.00
643.65	277	0.06
644.55	1628	0.34
645.50	1399	0.29
646.00	1172	0.25
646.40	416	0.09
647.55	969	0.20
648.20	334	0.07
649.95	471	0.10
651.05	682	0.14
652.05	8	0.00
653.10	343	0.07
654.55	653	0.14
654.95	869	0.18
657.40	60	0.01
659.15	1	0.00
660.00	332	0.07
661.10	2703	0.57
662.30	4241	0.89
663.25	5054	1.06
664.10	1359	0.28
665.00	438	0.09
665.50	807	0.17
666.65	443	0.09
667.65	42	0.01
670.65	5	0.00
671.55	206	0.04
673.25	598	0.13
674.15	39	0.01
675.15	214	0.04
676.30	3842	0.81
677.55	346	0.07
678.55	11	0.00
679.55	22	0.00
681.35	429	0.09
683.50	109	0.02
684.15	677	0.14
687.45	1009	0.21
688.10	1262	0.26
688.70	1707	0.36
689.55	3155	0.66
690.35	21985	4.61
691.35	6183	1.30
692.45	2784	0.58
693.60	1439	0.30
694.50	1331	0.28
695.35	6	0.00
697.60	317	0.07
702.35	727	0.15
702.80	760	0.16
703.40	1321	0.28
704.50	315	0.07
705.60	741	0.16
706.55	13	0.00
707.75	1580	0.33
708.25	1690	0.35
708.95	17	0.00
709.75	234	0.05
710.20	1690	0.35
710.60	290	0.06
711.35	950	0.20
712.20	1654	0.35
713.00	1059	0.22
713.60	686	0.14
714.25	409	0.09
715.70	1999	0.42
716.50	6083	1.28
717.05	2102	0.44
718.50	336	0.07
719.20	359	0.08
720.00	2231	0.47
720.65	497	0.10
721.45	1	0.00
722.25	2358	0.49
723.40	235	0.05
724.35	65	0.01
726.60	922	0.19
728.05	556	0.12
728.85	138	0.03
730.10	366	0.08
731.05	19	0.00
732.05	19	0.00
734.05	6	0.00
734.95	453	0.09
735.30	186	0.04
736.40	290	0.06
736.95	704	0.15
737.55	331	0.07
738.65	417	0.09
739.35	281	0.06
739.80	101	0.02
740.40	1678	0.35
741.30	974	0.20
745.10	351	0.07
746.30	1752	0.37
747.25	10	0.00
748.50	216	0.05
749.45	27	0.01
750.35	1329	0.28
751.30	307	0.06
753.30	986	0.21
754.00	4736	0.99
754.70	78	0.02
755.65	1758	0.37
756.50	577	0.12
761.00	222	0.05
761.60	498	0.10
763.25	313	0.07
766.10	160	0.03
767.05	56	0.01
767.40	43	0.01
768.05	636	0.13
769.60	3638	0.76
771.15	153	0.03
772.15	15411	3.23
773.00	2055	0.43
773.70	1328	0.28
775.50	494	0.10
776.80	770	0.16
779.30	600	0.13
779.80	77	0.02
780.40	768	0.16
781.35	50	0.01
782.45	1132	0.24
783.00	2555	0.54
784.20	1271	0.27
784.90	2110	0.44
786.80	528	0.11
787.75	901	0.19
789.65	17	0.00
790.30	1885	0.40
792.45	43	0.01
794.45	6	0.00
795.45	2	0.00
796.40	367	0.08
798.80	376	0.08
799.35	358	0.08
Event	1
