[MS Spectrum]
# of Peaks	789
Raw Spectrum	[9.040],(scan:[3617])
Background	No Background Spectrum
Base Peak	m/z 353.90 (Inten : 31,251)
m/z	Absolute Intensity	Relative Intensity
721.70	976	3.12
722.40	1078	3.45
723.05	1374	4.40
724.10	329	1.05
726.20	9074	29.04
727.50	1850	5.92
728.40	1311	4.20
729.15	74	0.24
729.95	1886	6.04
730.45	3140	10.05
731.15	2022	6.47
731.55	1853	5.93
732.40	2956	9.46
733.45	180	0.58
734.25	1451	4.64
734.90	3825	12.24
736.40	4981	15.94
737.05	1914	6.12
737.90	403	1.29
738.70	60	0.19
739.45	917	2.93
740.10	402	1.29
741.35	321	1.03
742.25	362	1.16
743.00	178	0.57
743.70	789	2.52
744.10	462	1.48
745.00	1800	5.76
745.55	477	1.53
746.35	3432	10.98
747.05	75	0.24
747.75	1615	5.17
748.35	2044	6.54
749.55	1926	6.16
750.50	608	1.95
751.10	252	0.81
752.20	2693	8.62
753.15	904	2.89
754.25	2150	6.88
755.35	985	3.15
756.00	114	0.36
756.50	612	1.96
758.20	1872	5.99
760.10	698	2.23
761.15	177	0.57
761.90	732	2.34
762.35	1176	3.76
763.35	497	1.59
764.05	691	2.21
765.30	1627	5.21
767.25	483	1.55
767.65	338	1.08
768.20	407	1.30
771.00	549	1.76
771.45	290	0.93
772.45	1299	4.16
773.10	1325	4.24
774.05	593	1.90
774.70	667	2.13
775.30	970	3.10
775.95	3087	9.88
776.35	2717	8.69
777.15	556	1.78
777.65	425	1.36
778.30	370	1.18
779.15	483	1.55
779.75	127	0.41
780.40	2697	8.63
781.25	895	2.86
782.25	1469	4.70
783.30	1018	3.26
784.25	1645	5.26
785.40	1376	4.40
786.35	1488	4.76
786.75	339	1.08
787.30	878	2.81
788.35	316	1.01
789.40	219	0.70
789.95	2445	7.82
790.95	273	0.87
793.05	234	0.75
795.35	437	1.40
796.10	298	0.95
796.70	410	1.31
797.45	936	3.00
798.40	1189	3.80
799.15	31	0.10
799.90	87	0.28
Event	1
