[MS Spectrum]
# of Peaks	660
Raw Spectrum	[9.042],(scan:[3618])
Background	No Background Spectrum
Base Peak	m/z 352.85 (Inten : 99,993)
m/z	Absolute Intensity	Relative Intensity
586.15	13	0.01
588.15	61	0.06
589.15	16	0.02
591.25	8365	8.37
591.95	3518	3.52
592.90	2810	2.81
595.95	38	0.04
598.05	2149	2.15
600.05	2	0.00
601.20	773	0.77
603.15	28	0.03
604.15	14	0.01
605.05	1157	1.16
605.85	33308	33.31
607.85	22	0.02
608.85	6	0.01
610.25	1823	1.82
612.25	4	0.00
614.25	18	0.02
617.25	17	0.02
618.20	57	0.06
620.15	1	0.00
621.30	74	0.07
622.25	8	0.01
624.25	5	0.01
625.25	6	0.01
626.60	300	0.30
627.85	1272	1.27
628.85	33	0.03
630.00	484	0.48
631.95	12	0.01
633.90	673	0.67
634.85	2	0.00
637.15	1301	1.30
639.15	29	0.03
640.15	6	0.01
641.40	1673	1.67
643.45	47	0.05
645.40	4301	4.30
646.25	12	0.01
648.25	13	0.01
649.25	37	0.04
651.25	17	0.02
653.25	21	0.02
654.15	146	0.15
657.15	10	0.01
658.45	1756	1.76
659.45	20	0.02
660.25	4	0.00
661.05	308	0.31
661.80	628	0.63
662.60	1806	1.81
663.15	2186	2.19
664.30	2014	2.01
666.25	2395	2.40
667.05	2	0.00
667.85	406	0.41
668.85	135	0.14
669.85	1	0.00
670.85	3	0.00
673.25	506	0.51
675.20	871	0.87
676.15	2	0.00
677.50	1338	1.34
679.45	31	0.03
685.45	9	0.01
686.65	740	0.74
688.05	58	0.06
688.75	22	0.02
689.60	2035	2.04
690.55	18	0.02
692.45	4	0.00
693.25	639	0.64
694.95	679	0.68
697.95	20	0.02
698.95	17	0.02
700.95	5	0.01
702.30	2464	2.46
703.05	1036	1.04
703.50	324	0.32
705.25	134	0.13
706.15	554	0.55
706.95	63360	63.36
708.00	25358	25.36
708.95	51625	51.63
710.05	15814	15.82
711.05	12969	12.97
711.80	1095	1.10
713.05	331	0.33
714.30	830	0.83
717.50	2107	2.11
718.45	45	0.05
720.45	32	0.03
721.45	37	0.04
724.20	81	0.08
728.05	43	0.04
728.90	16573	16.57
729.65	2042	2.04
730.95	20587	20.59
731.90	3371	3.37
732.90	1761	1.76
733.30	2897	2.90
734.40	663	0.66
735.80	187	0.19
736.75	11	0.01
737.55	831	0.83
738.55	27	0.03
739.55	12	0.01
740.95	376	0.38
742.15	3846	3.85
743.15	1	0.00
744.15	57	0.06
745.80	1025	1.03
746.75	10	0.01
747.75	9	0.01
749.10	1445	1.45
750.20	121	0.12
751.05	6195	6.20
751.70	5517	5.52
752.20	3435	3.44
752.90	7495	7.50
755.00	3644	3.64
755.50	2559	2.56
756.50	825	0.83
758.35	8	0.01
759.30	9504	9.50
760.30	4013	4.01
761.30	6842	6.84
761.95	1576	1.58
763.85	325	0.33
765.15	1112	1.11
766.15	1159	1.16
768.15	52	0.05
769.00	738	0.74
771.05	2	0.00
772.95	186	0.19
773.85	943	0.94
774.45	1041	1.04
777.45	17	0.02
778.35	17	0.02
779.15	250	0.25
780.40	202	0.20
783.30	1062	1.06
784.15	3	0.00
784.95	480	0.48
785.95	12	0.01
788.85	1	0.00
789.65	29	0.03
791.65	5	0.01
793.25	2921	2.92
794.15	10	0.01
796.15	7	0.01
797.30	1400	1.40
798.25	4	0.00
799.25	9	0.01
Event	2
